matter_id,matter_type,matter_subtype,jurisdiction,firm_tier,client_type,deal_value_hkd,document_volume,complexity_score,party_count,cross_border_flag,partner_rate_hkd,associate_rate_hkd,partner_hours,associate_hours,total_hours,stage_count,stage_names,stage_partner_hours,stage_associate_hours,stage_costs,total_cost_hkd,predicted_cost_hkd,billed_amount_hkd,realization_rate,cost_variance_pct,scope_creep_flag,scope_creep_pct,duration_days,outcome,billing_model,prc_cost_estimate_cny,data_source
19593fa4-f2fe-54f6-ab05-6c41758f6138,Commercial Property,Mortgage and Security Review,HK Only,Small/Boutique (1-5 partners),Mainland Enterprise,17244932.88,36,1,2,FALSE,3077.62,1682.06,2.7274,11.7287,14.4561,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[0.5621, 0.7185, 0.6587, 0.4687, 0.3194]","[1.4316, 2.4051, 2.8683, 2.6534, 2.3703]","[4137.967298, 6256.792476, 6851.880992, 5905.658498, 4969.978646]",28122.27791,22822.53,26129.55,0.9291,0.232216,TRUE,0.232216,12,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
7bd3dccd-5e2f-5a00-99d3-a1883c09060b,Banking & Finance,Refinancing,HK Only,Magic Circle / International,Financial Institution,34584171.32,680,3,3,FALSE,8771.34,3695.3,53.9249,140.8546,194.7795,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[11.6485, 15.0632, 12.7311, 8.7353, 5.7468]","[18.3575, 31.2014, 34.3066, 30.5985, 26.3906]","[170009.42374, 247422.982108, 238441.985654, 189690.923352, 147928.320892]",993493.635746,673773.79,875781.42,0.8815,0.474521,TRUE,0.474521,144,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
d8a42bd9-74d0-5111-933b-1b228c9cfbd4,M&A,Due Diligence Only,GBA Cross-Border (HK-PRC),Magic Circle / International,Mainland Enterprise,430024234.05,2603,4,7,TRUE,9843.96,4541.17,498.9464,676.9128,1175.8592,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[102.5776, 144.4302, 121.8976, 76.6147, 53.4263]","[83.9803, 155.4159, 170.6421, 139.4166, 127.4579]","[1391138.610247, 2127535.134195, 1974869.883753, 1387306.523634, 1104734.351891]",7985584.50372,6466193.9,6466193.9,0.8097,0.234974,TRUE,0.234974,337,Settled/Completed,Capped Fee,2397552.96,SYNTHETIC_MVP_V1
00d02266-f754-5745-88fa-49301560251a,Commercial Property,Sale and Purchase - Commercial,HK Only,Small/Boutique (1-5 partners),HK Listed Co.,98357606.0,103,2,2,FALSE,2611.14,1072.69,7.6386,35.7504,43.389,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[1.4438, 1.8807, 1.7883, 1.5608, 0.965]","[3.8941, 6.6673, 8.2474, 9.3568, 7.5848]","[7947.126061, 12062.717035, 13516.405168, 14112.413104, 10655.889212]",58294.55058,84873.99,57639.19,0.9888,-0.313164,FALSE,,26,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
e8bbde87-feb3-525d-9d65-86056f41179e,Arbitration,Shareholder Arbitration,GBA Cross-Border (HK-PRC),PRC Elite Firm in HK,Mainland Enterprise,,7669,4,5,TRUE,6687.49,2981.94,208.3344,351.5437,559.8781,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[31.6496, 48.8142, 48.4337, 34.7878, 25.2525, 19.3966]","[31.8982, 61.2934, 75.1746, 66.5544, 59.6579, 56.9652]","[306774.902012, 509217.715554, 548066.031137, 431104.292158, 346772.119551, 299581.377022]",2441516.437434,1491442.32,683399.75,0.2799,0.637017,,,707,Ongoing,Outcome Related,1370728.94,SYNTHETIC_MVP_V1
a0d2a37b-cbf7-551f-bfc6-fc2a1df329c4,Banking & Finance,Refinancing,HK Only,Magic Circle / International,SOE,71789668.37,877,3,4,FALSE,12519.09,5181.95,30.2652,80.7317,110.9969,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[6.3279, 7.8333, 8.9015, 4.3987, 2.8038]","[10.26, 16.6935, 24.6785, 15.8523, 13.2474]","[132386.356611, 184570.670022, 239321.43271, 137213.547168, 103748.388972]",797240.395483,560172.43,732337.11,0.9186,0.423205,TRUE,0.423205,93,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
f40bca99-fef6-5790-aa57-7379f75f3aee,Wills & Probate,Simple Will,HK Only,Small/Boutique (1-5 partners),Individual,,26,3,4,FALSE,2710.67,1279.01,3.451,12.1256,15.5766,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.8829, 1.2429, 0.8463, 0.4789]","[1.8504, 3.74, 3.6107, 2.9245]","[4759.930647, 8152.589143, 6912.161428, 5038.604608]",24863.285826,25679.06,23954.97,0.9635,-0.031768,FALSE,,24,Settled/Completed,Retainer,,SYNTHETIC_MVP_V1
04a4c73f-8957-5e6b-8e8d-401af8c75198,Employment,Discrimination Complaint,GBA Cross-Border (HK-PRC),PRC Elite Firm in HK,Mainland Enterprise,,99,2,7,TRUE,5727.52,3266.28,7.1736,29.7243,36.8979,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[1.9547, 2.1745, 2.1073, 0.9371]","[4.8028, 7.6712, 10.5402, 6.7101]","[26882.872928, 37510.779376, 46496.847352, 27284.32442]",138174.824076,98784.43,88711.27,0.642,0.398751,TRUE,0.398751,55,Abandoned/Withdrawn,Fixed Fee,62647.05,SYNTHETIC_MVP_V1
5a0da1ee-e222-57b6-90fe-2b769a0f1d4e,Wills & Probate,Contentious Probate,HK Only,Mid-tier (6-10 partners),Individual,,10,1,2,FALSE,3491.44,1986.36,1.1997,6.3394,7.5391,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.323, 0.3965, 0.2913, 0.1889]","[1.0058, 1.773, 1.8469, 1.7137]","[3125.616008, 4906.17224, 4685.664756, 4063.558148]",16781.011152,17781.7,15950.95,0.9505,-0.056276,FALSE,,10,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
8ca2f9c4-14d0-5c53-b82b-bcf880122416,IP/Technology,Software Licensing,Multi-Jurisdictional (APAC),PRC Elite Firm in HK,SME/Local Business,,203,3,5,TRUE,6171.26,2728.29,53.3717,102.9881,156.3598,5,"[""Scoping"", ""IP/Tech Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[12.2365, 12.5695, 12.9357, 9.0785, 6.5515]","[13.9798, 18.8745, 25.2696, 23.0535, 21.8107]","[113655.571532, 129064.762175, 148772.364966, 118922.417425, 99936.924593]",610352.040691,714040.48,608808.98,0.9975,-0.145214,FALSE,,107,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
74d96c4b-44a5-5284-968d-c7a6a11eefe5,Banking & Finance,Trade Finance Facility,HK Only,Magic Circle / International,Mainland Enterprise,845632334.83,3767,5,3,FALSE,10070.94,4341.87,269.6557,434.5644,704.2201,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[65.2928, 73.9777, 65.8017, 36.4306, 28.1529]","[64.7732, 96.4593, 111.618, 80.3293, 81.3846]","[938796.685116, 1163838.718929, 1147315.818258, 715669.764555, 636887.519928]",4602508.506786,3353602.54,3353602.54,0.7286,0.372407,TRUE,0.372407,210,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
1947d759-1a1d-5762-859d-47cfc604b064,Wills & Probate,Probate Application,Multi-Jurisdictional (APAC),Large Local (11+ partners),Individual,,72,5,3,TRUE,4239.38,2534.8,17.9112,30.6043,48.5155,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[4.6322, 6.125, 4.3722, 2.7818]","[4.6584, 8.8437, 8.9505, 8.1517]","[31445.768356, 48383.21326, 41223.144636, 32456.036444]",153508.162696,171840.85,145030.26,0.9448,-0.106684,FALSE,,89,Settled/Completed,Capped Fee,,SYNTHETIC_MVP_V1
39921482-a8f3-5f8b-ac0a-2c04216895df,Regulatory/Compliance,Data Privacy Review,HK Only,Large Local (11+ partners),SOE,,395,4,7,FALSE,4856.16,2033.61,55.3348,107.3993,162.7341,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[11.13, 14.168, 14.3762, 9.3616, 6.299]","[12.785, 21.3908, 28.2369, 23.902, 21.0846]","[80048.76465, 112302.619668, 127235.969601, 94068.773676, 73466.805246]",487122.932841,381049.3,381049.3,0.7822,0.278372,TRUE,0.278372,96,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
7486da63-98c3-59f8-8d23-f4a2aaaf68c5,M&A,Minority Investment,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Mainland Enterprise,96242415.21,5042,4,8,TRUE,4236.63,1758.08,277.7683,494.4374,772.2057,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[63.6777, 84.5664, 54.0039, 43.2697, 32.2506]","[68.8458, 120.1713, 99.8348, 103.9804, 101.6051]","[390815.278215, 569547.306336, 404312.108041, 366123.570743, 315263.753686]",2046062.017021,2889210.78,1952276.13,0.9542,-0.291827,FALSE,,334,Settled/Completed,Hourly,989113.33,SYNTHETIC_MVP_V1
a794d201-dbf3-556a-9d85-ec8667e782a5,Banking & Finance,Trade Finance Facility,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),Mainland Enterprise,102618606.99,1678,5,5,TRUE,3404.37,1801.65,219.0661,321.8732,540.9393,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[42.8427, 68.3046, 56.0942, 32.777, 19.0476]","[38.639, 80.9676, 86.5034, 65.7045, 50.0587]","[215466.356949, 378409.407642, 346814.262264, 229961.547915, 155033.334867]",1325684.909637,1645806.44,1202549.33,0.9071,-0.194507,FALSE,,221,Settled/Completed,Capped Fee,402726.07,SYNTHETIC_MVP_V1
e0d29a87-0b68-5472-ae0c-2bc6eae730c6,Corporate Restructuring,Corporate Reorganization,HK Only,Magic Circle / International,Mainland Enterprise,428016195.92,453,1,2,FALSE,8228.65,3821.8,43.4261,122.402,165.8281,5,"[""Scoping"", ""Due Diligence"", ""Scheme Design"", ""Creditor/Stakeholder Negotiation"", ""Implementation""]","[8.8241, 11.4635, 11.3982, 6.4412, 5.2991]","[14.7675, 25.2155, 32.6169, 23.96, 25.8421]","[129048.861965, 190697.727175, 218447.06685, 144572.70838, 142367.776995]",825134.141365,630979.76,796625.05,0.9654,0.307703,TRUE,0.307703,85,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
6e7f32a7-e09c-5e2b-9a97-7d0a882b0002,Arbitration,HKIAC Commercial Arbitration,HK Only,Magic Circle / International,Mainland Enterprise,,1535,5,4,FALSE,11729.93,6635.57,57.4028,67.9481,125.3509,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[8.234, 13.5374, 12.8166, 10.4661, 6.8404, 5.5083]","[5.7804, 11.8401, 13.8563, 13.9471, 11.2562, 11.268]","[134940.492448, 237358.566739, 242282.269429, 215313.57872, 154928.716206, 139381.576179]",1124205.199721,1374714.26,935393.57,0.832,-0.182226,,,501,Ongoing,Capped Fee,,SYNTHETIC_MVP_V1
764923e1-1057-5bd9-9502-714d44954a39,Commercial Property,Mortgage and Security Review,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),Mainland Enterprise,263325957.68,311,3,5,TRUE,3965.65,1806.31,13.2051,43.9602,57.1653,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[3.1957, 2.9103, 3.5773, 2.2187, 1.3031]","[6.4247, 7.6902, 12.2974, 9.9145, 7.6334]","[24278.027562, 25432.116357, 36399.236339, 26707.24815, 18955.925269]",131772.553677,114947.97,117525.78,0.8919,0.146367,TRUE,0.146367,30,Settled/Completed,Hourly,74471.57,SYNTHETIC_MVP_V1
9ea3d886-0ab5-528c-9bda-fe0a1090ce7c,Employment,Discrimination Complaint,HK Only,Small/Boutique (1-5 partners),HK Listed Co.,,55,3,4,FALSE,3042.47,1406.16,11.846,35.7908,47.6368,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[2.6584, 4.6681, 3.0517, 1.4678]","[4.7934, 12.0848, 11.2012, 7.7114]","[14828.389592, 31195.716575, 25035.385091, 15309.19969]",86368.690948,116108.41,116108.41,1.3443,-0.256138,FALSE,,46,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
d26e7244-4675-5c78-9c9a-7ed7a39f398e,Wills & Probate,Simple Will,HK Only,Small/Boutique (1-5 partners),Individual,,35,5,5,FALSE,2336.86,1126.17,11.6769,22.8261,34.503,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[3.0706, 3.9017, 2.8764, 1.8282]","[3.53, 6.44, 6.7315, 6.1246]","[11150.942416, 16370.261462, 14302.557459, 11169.588234]",52993.349571,51854.36,53313.24,1.006,0.021965,FALSE,,61,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
586221cd-b226-5f2a-b7e2-c0d7476fb612,Arbitration,Shareholder Arbitration,GBA Cross-Border (HK-PRC),Magic Circle / International,Mainland Enterprise,,4323,4,8,TRUE,7665.07,3702.02,229.2281,411.2682,640.4963,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[38.5522, 54.288, 50.0789, 38.378, 30.8692, 17.0618]","[41.9188, 73.5417, 83.8574, 79.2129, 78.6778, 54.0596]","[450689.54763, 688374.164394, 694300.045971, 587417.796518, 527881.368, 330909.611718]",3279572.534231,2980600.77,2626262.13,0.8008,0.100306,,,693,Ongoing,Hourly,1082186.06,SYNTHETIC_MVP_V1
cd4661fd-edd2-5d16-acbe-14c5078b7c2c,Wills & Probate,Letters of Administration,HK Only,Mid-tier (6-10 partners),Individual,,8,1,3,FALSE,2787.36,1617.21,2.2237,12.5739,14.7976,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.6664, 0.6974, 0.4905, 0.3694]","[2.2388, 3.364, 3.3542, 3.6169]","[5478.106452, 7384.199304, 6791.645862, 6878.937633]",26532.889251,34738.89,25379.49,0.9565,-0.236219,FALSE,,15,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
add4f7fd-6b38-5554-b373-a9ba7dcb7722,M&A,Asset Acquisition,HK Only,Magic Circle / International,Mainland Enterprise,86223945.13,535,3,3,FALSE,11892.82,6382.4,59.297,111.0239,170.3209,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[13.7244, 16.2236, 13.7305, 9.9344, 5.6841]","[15.6811, 24.3637, 26.8249, 25.2292, 18.925]","[263304.871448, 348443.233432, 334501.60677, 279170.877088, 188386.898162]",1413807.4869,1939062.34,1427672.98,1.0098,-0.270881,FALSE,,165,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
c8efbcb8-1042-50a4-a6c4-5d71b16b6f55,Wills & Probate,Complex Estate Planning,Multi-Jurisdictional (APAC),Large Local (11+ partners),Mainland Enterprise,,15,3,4,TRUE,5739.09,2719.0,3.0288,7.8456,10.8744,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.8078, 1.0944, 0.6959, 0.4307]","[1.2548, 2.4408, 2.2004, 1.9496]","[8047.838102, 12917.395296, 9976.720331, 7772.788463]",38714.742192,49214.38,49214.38,1.2712,-0.213345,FALSE,,30,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
4bcfe7fb-820d-56f9-894d-6f8f4ab9d9d5,Banking & Finance,Security Package Review,HK Only,Large Local (11+ partners),Mainland Enterprise,329018960.92,2302,4,4,FALSE,4289.1,2300.95,161.5117,330.6679,492.1796,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[30.5705, 47.6816, 41.6374, 23.5713, 18.0509]","[37.519, 76.9154, 87.3774, 64.3, 64.5561]","[217449.2746, 381489.64019, 379638.00087, 249050.74783, 225962.473485]",1453590.136975,1157439.38,1157439.38,0.7963,0.255867,TRUE,0.255867,236,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
187f5d63-4db0-59e8-ab3c-1415e6419c44,Banking & Finance,Trade Finance Facility,HK Only,Magic Circle / International,HK Listed Co.,133686577.62,1680,4,6,FALSE,11851.97,6601.95,67.8461,144.4206,212.2667,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[15.3498, 20.8363, 13.8422, 11.3994, 6.4184]","[20.0718, 35.811, 30.9496, 33.1316, 24.4566]","[314438.389116, 483373.633961, 368385.050854, 353838.513438, 237531.934618]",1757567.521987,1307669.81,1657199.46,0.9429,0.344045,TRUE,0.344045,98,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
c5afb69b-06c2-5e7a-9b5b-3306a3f8efcb,Arbitration,Shareholder Arbitration,HK Only,Mid-tier (6-10 partners),HK Listed Co.,,3189,5,7,FALSE,3842.31,1729.6,333.8083,403.5361,737.3444,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[59.6799, 61.8709, 82.4191, 62.8766, 40.7373, 26.2245]","[43.3965, 56.0509, 92.2955, 86.7898, 69.436, 55.5674]","[304367.262969, 334672.814419, 476314.028921, 391703.027026, 276621.840763, 196872.033635]",1980551.007733,1914447.53,1928877.94,0.9739,0.034529,FALSE,,1117,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
673b0c0d-59bb-5330-abc3-e4424e6684f5,Litigation,Professional Negligence Claim,HK Only,Mid-tier (6-10 partners),HK Listed Co.,,1713,4,6,FALSE,4033.08,2411.08,94.167,161.7175,255.8845,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[16.7838, 23.3164, 27.3374, 17.1995, 9.5299]","[16.9457, 30.9417, 47.1945, 38.5977, 28.0379]","[108547.84646, 168639.820548, 224043.636252, 162429.101976, 106036.469024]",769696.87426,857942.34,761470.91,0.9893,-0.102857,FALSE,,367,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
a8826904-fe4e-5ec0-9fee-e8734beaacff,Corporate Restructuring,Members Voluntary Liquidation,HK Only,Large Local (11+ partners),Mainland Enterprise,254036338.47,1966,3,3,FALSE,3947.26,1776.27,183.6588,312.3424,496.0012,5,"[""Scoping"", ""Due Diligence"", ""Scheme Design"", ""Creditor/Stakeholder Negotiation"", ""Implementation""]","[45.7887, 43.5705, 50.2471, 23.4721, 20.5804]","[47.4961, 59.4025, 89.1203, 54.1164, 62.2071]","[265105.801509, 277498.970505, 356640.083227, 188775.819274, 191732.795221]",1279753.469736,1125428.29,1125428.29,0.8794,0.137126,TRUE,0.137126,321,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
f5e14ee9-7613-5d47-a151-c666b38ade66,Litigation,Commercial Contract Dispute,HK Only,Large Local (11+ partners),Individual,,1547,3,3,FALSE,4882.36,2542.06,50.2152,107.8841,158.0993,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[10.6153, 14.0377, 11.6344, 7.8158, 6.112]","[13.6106, 23.6568, 25.507, 22.274, 22.8357]","[86426.677944, 128674.10998, 121643.653604, 94781.393728, 87890.703862]",519416.539118,437897.2,478528.34,0.9213,0.186161,TRUE,0.186161,399,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
2a5cb1dd-7a2d-5604-9109-154973370943,M&A,Minority Investment,GBA Cross-Border (HK-PRC),PRC Elite Firm in HK,Mainland Enterprise,91366577.35,3091,4,5,TRUE,4803.32,2748.66,389.9955,564.6984,954.6939,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[78.0061, 97.543, 105.221, 60.8246, 48.4008]","[66.5043, 109.3026, 153.3876, 115.2598, 120.2441]","[557485.96949, 768965.927276, 927020.494336, 608970.01954, 562994.678562]",3425437.089204,2534210.01,2534210.01,0.7398,0.351678,TRUE,0.351678,258,Settled/Completed,Fixed Fee,1650388.63,SYNTHETIC_MVP_V1
88aa3c49-6063-5cb8-b4ff-d7df08885c38,Regulatory/Compliance,SFC Licensing Advice,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Mainland Enterprise,,76,2,4,TRUE,4084.57,1989.66,12.8465,46.3644,59.2109,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[2.2132, 3.72, 3.1853, 2.4037, 1.3243]","[4.7177, 10.4224, 11.6098, 11.3885, 8.226]","[18426.589306, 35931.632784, 36110.135489, 32477.323819, 21776.139211]",144721.820609,195052.1,131832.6,0.9109,-0.258035,FALSE,,66,Abandoned/Withdrawn,Fixed Fee,71413.95,SYNTHETIC_MVP_V1
9615f71b-0749-5ec2-93ce-aaca20bd2421,Arbitration,Enforcement of Award,HK Only,Magic Circle / International,SME/Local Business,,598,2,5,FALSE,9992.23,5409.78,37.4554,97.0281,134.4835,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[5.5992, 8.3597, 8.5758, 7.3627, 4.3327, 3.2253]","[8.6575, 16.1038, 20.4206, 21.6102, 15.7035, 14.5325]","[102783.664566, 170650.060295, 196162.319502, 190476.219577, 128245.815151, 110845.567269]",899163.64636,796518.48,856142.27,0.9522,0.128867,TRUE,0.128867,208,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
13bf7800-2f92-500d-ab2b-6aca7599a09c,Regulatory/Compliance,Listing Rules Advice,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Mainland Enterprise,,300,4,4,TRUE,5346.58,2176.61,22.5316,51.5751,74.1067,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[4.6737, 5.0904, 6.29, 3.7625, 2.715]","[6.2783, 8.9876, 14.4475, 11.2341, 10.6276]","[38653.721509, 46778.730868, 65076.561175, 44568.761651, 37648.105136]",232725.880339,251033.84,198335.56,0.8522,-0.07293,FALSE,,128,Abandoned/Withdrawn,Hourly,131088.73,SYNTHETIC_MVP_V1
63bbcc8c-e7e2-5d70-837c-177bd35d551a,Litigation,Shareholder Dispute,HK Only,PRC Elite Firm in HK,Financial Institution,,2468,4,10,FALSE,6389.19,2662.5,118.4996,204.8706,323.3702,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[24.442, 32.5499, 27.9264, 20.2759, 13.3054]","[25.1867, 44.0855, 49.2056, 46.4399, 39.9529]","[223224.17073, 325345.139331, 309436.985616, 253192.811271, 191385.324876]",1302584.431824,1295761.81,1301002.69,0.9988,0.005265,FALSE,,262,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
172e92b1-4152-5cd5-91ad-babf4ff4c5a2,M&A,Due Diligence Only,HK Only,Small/Boutique (1-5 partners),Mainland Enterprise,6677793.02,3728,4,4,FALSE,3289.42,1503.32,113.9267,176.9173,290.844,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[24.4721, 32.1537, 28.0373, 17.1291, 12.1345]","[23.0165, 39.7476, 45.0889, 35.8078, 33.2565]","[115100.179962, 165520.385886, 160009.500514, 110175.386018, 89910.62857]",640716.08095,412043.13,564139.9,0.8805,0.554973,TRUE,0.554973,134,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
4f603630-904d-5b99-9ab6-7a61c8dc810b,Litigation,Commercial Contract Dispute,HK Only,Large Local (11+ partners),SOE,,1672,4,5,FALSE,3533.93,1699.91,128.3698,221.0849,349.4547,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[24.6426, 31.2, 32.6531, 26.3565, 13.5176]","[24.8256, 41.3123, 56.2474, 59.017, 39.6826]","[129286.509114, 180485.807893, 211009.287417, 193465.614515, 115227.100734]",829474.319673,1124817.34,581923.04,0.7016,-0.26257,,,197,Ongoing,Hourly,,SYNTHETIC_MVP_V1
aa4f16cc-fb36-5e11-becb-2463da08b246,Banking & Finance,Security Package Review,Multi-Jurisdictional (APAC),Magic Circle / International,SME/Local Business,70246185.65,1264,4,10,TRUE,8325.63,3682.96,154.1585,240.6283,394.7868,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[37.99, 39.2868, 40.2902, 20.2712, 16.3203]","[36.4011, 49.477, 66.01, 43.1719, 45.5683]","[450354.478956, 509309.172604, 578553.487426, 327770.89168, 303703.005457]",2169691.036123,2187271.4,2187271.4,1.0081,-0.008038,FALSE,,215,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
893d42d0-ca85-570b-9ae6-45cba67298d2,M&A,Due Diligence Only,Multi-Jurisdictional (APAC),Large Local (11+ partners),Financial Institution,42972666.79,3224,4,5,TRUE,4317.06,2228.29,272.7447,462.9918,735.7365,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[54.966, 75.9134, 66.4909, 44.3635, 31.0109]","[55.6372, 100.9956, 115.08, 99.8101, 91.4689]","[361267.336348, 552770.188128, 543476.817954, 413925.739039, 337695.151135]",2209135.232604,3345639.63,2108908.64,0.9546,-0.339697,FALSE,,446,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
983e5b59-93c7-5576-89fe-3c8eb77e6707,M&A,Joint Venture Formation,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Financial Institution,112772418.86,1656,2,7,TRUE,5712.17,3233.28,109.6983,330.0125,439.7108,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[23.2887, 31.6271, 24.4697, 18.645, 11.6678]","[42.1959, 75.3177, 75.8087, 75.087, 61.6032]","[269460.173031, 424182.584863, 384885.839785, 349280.70501, 265828.851622]",1693638.154311,2092180.28,1657405.21,0.9786,-0.190491,FALSE,,169,Settled/Completed,Hourly,527464.78,SYNTHETIC_MVP_V1
040258f9-c9fd-5ba7-961f-a4564b643ae7,Employment,Discrimination Complaint,HK Only,Mid-tier (6-10 partners),HK Listed Co.,,88,2,3,FALSE,3158.3,1321.15,10.4435,42.7933,53.2368,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[3.0919, 3.4488, 2.3179, 1.5849]","[7.6127, 12.1918, 11.6175, 11.3713]","[19822.666375, 26999.54161, 22669.083695, 20028.782665]",89520.074345,84339.24,62434.84,0.6974,0.061429,,,51,Ongoing,Fixed Fee,,SYNTHETIC_MVP_V1
